Symbol,Name,Open,High,Low,Last,Change_per,Volume,Turnover,Date,1D_return_per,3D_return_per,5D_return_per,10D_return_per,1M_return_per,2M_return_per,3M_return_per,6M_return_per,YTD_return_per,52W_Change_Per,1Y High,Liquidity_Tier,52W_Performance,Short_Term_Return,Short_Term_Segment,Long_Term_Return,Long_Term_Segment,Volume_Log,Turnover_Log,Price_Tier,Total_Return_Performance_Trend,cluster,cluster_label
ADBU.US,DIREXION DAILY ADBE BULL 2X ETF,15.18,15.54,14.6,15.41,-1.06,82000.0,617000.0,Jun 18,-1.06,-10.87,-21.54,-43.98,-43.89,-41.98,-39.24,-39.24,-39.24,-39.24,31.39,Moderate,Underperformer,-24.268,Strong Decline,-39.788,Strong Decline,11.31448672129398,13.332625923631754,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ADC.US,AGREE REALTY CORP,73.86,74.33,72.99,73.25,-0.76,1830000.0,93000000.0,Jun 18,-0.76,-1.64,-2.05,1.41,-3.33,-7.93,-7.36,1.22,1.69,-2.74,82.08,Highly Liquid,Neutral,-1.2739999999999998,Stable,-3.024,Stable,14.419827071265544,18.34811006187022,High-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ADCNF.US,ADICON HOLDINGS,0.65,0.65,0.65,0.65,0.0,3040.0,1976.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,8.019941687677365,7.589335823170617,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADCOF.US,ADCORE,0.1233,0.1233,0.1233,0.1233,0.0,11000.0,1356.3000000000002,Jun 18,0.0,-0.52,-0.52,-2.91,-22.94,-24.59,13.1,31.4,31.4,31.38,0.19,Less Liquid,Outperformer,-5.378,Moderate Decline,16.538,Moderate Growth,9.305741456739437,7.213252711303919,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ADCT.US,ADC THERAPEUTICS SA,1.09,1.1226,1.05,1.09,-1.8,1730000.0,1720000.0,Jun 18,-1.8,3.81,2.83,-17.42,-65.62,-74.35,-72.82,-72.05,-69.12,-64.03,4.98,Highly Liquid,Crashed,-15.64,Strong Decline,-70.474,Strong Decline,14.363632544508476,14.357835430184815,Low-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ADCV.US,AD CAPITAL US,0.1,0.1,0.1,0.1,0.0,133.0,13.3,Jun 18,0.0,0.0,0.0,0.0,-28.5,-28.5,0.0,0.0,0.0,0.0,0.1,Very Less Liquid,Neutral,-5.7,Moderate Decline,-5.7,Stable,4.897839799950911,2.660259537265861,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADC_A.US,AGREE REALTY CORP,17.21,17.6058,17.08,17.21,-0.32,12400.0,192000.0,Jun 18,-0.32,0.35,0.23,1.04,0.23,0.23,-0.64,-1.38,0.53,-0.12,18.4429,Less Liquid,Neutral,0.306,Stable,-0.2759999999999999,Stable,9.425532393502772,12.165255859329688,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ADDDF.US,ADIDAS,200.87,200.87,196.679,196.679,-0.95,600.0,119264.7,Jun 18,-0.95,-0.9,-2.15,5.02,15.6,19.4,18.1,28.5,28.5,28.49,205.1,Very Less Liquid,Outperformer,3.3239999999999994,Moderate Growth,24.598,Moderate Growth,6.398594934535208,11.689109056269158,High-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ADDHY.US,ADDTECH AB ADR,17.53,17.53,17.53,17.53,0.0,855.0,14988.15,Jun 18,0.0,-0.76,4.66,0.52,1.3,-13.56,2.75,8.34,8.34,8.34,20.3,Very Less Liquid,Neutral,1.144,Stable,2.842,Stable,6.752270376141742,9.615081885019238,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ADDLF.US,ADDLIFE AB CLASS B,16.0,16.0,16.0,16.0,0.0,3000.0,48000.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,8.006700845440367,10.778977123006351,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADDS.US,ETF OPPORTUNITIES TRUST,26.85,27.405,26.75,27.1142,3.11,39800.0,950000.0,Jun 18,3.11,0.49,4.67,-1.17,8.03,8.03,8.03,8.03,8.03,8.03,27.58,Less Liquid,Neutral,3.026,Moderate Growth,8.03,Stable,10.591647316585028,13.76421831620775,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ADDYY.US,ADIDAS ADR,98.1,102.54,98.05,101.95,3.12,59300.0,6000000.0,Jun 18,3.12,-0.03,0.28,9.1,18.6,19.3,30.0,23.5,23.5,23.5,103.17,Moderate,Outperformer,6.214,Moderate Growth,23.96,Moderate Growth,10.99038144825004,15.607270193858982,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ADEA.US,ADEIA INC,32.32,32.5,29.845,31.81,1.37,2480000.0,33700000.0,Jun 18,1.37,-1.64,-2.48,-1.7,16.1,7.76,36.9,145.0,84.4,143.57,34.34,Highly Liquid,High Flyer,2.3300000000000005,Moderate Growth,83.526,Strong Growth,14.72376952136689,17.33300842499618,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ADERY.US,AIDA ENGINEERING ADR,66.75,66.75,66.75,66.75,0.0,301.0,20091.75,Jun 18,0.0,0.0,0.0,0.0,-13.93,-13.93,-13.93,-13.93,-13.93,-13.93,78.28,Very Less Liquid,Neutral,-2.786,Moderate Decline,-13.93,Moderate Decline,5.71042701737487,9.908114332463118,High-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADFJF.US,ADF GROUP,11.05,11.05,11.05,11.05,0.0,900.0,9945.0,Jun 18,0.0,1.84,7.18,36.4,65.2,55.9,69.7,50.8,50.8,50.75,11.18,Very Less Liquid,Outperformer,22.124,Strong Growth,55.59,Strong Growth,6.803505257608338,9.204925739274683,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
ADFS.US,AMERICAN DEFENSE SYSTEMS,0.0001,0.0001,0.0001,0.0001,0.0,1700.0,0.17,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,7.438971592395862,0.1570037488096647,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADGM.US,ADAGIO MEDICAL HOLDINGS INC,0.7004,0.735,0.68,0.68,-2.86,54100.0,19900.0,Jun 18,-2.86,-10.61,-11.92,-9.32,-23.01,-55.56,-32.67,-27.66,-34.62,-37.04,2.582,Moderate,Underperformer,-11.544,Strong Decline,-37.51,Strong Decline,10.898607948952096,9.898525260706313,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADHC.US,AMERICAN DIVERSIFIED HOLDINGS,0.0005,0.0005,0.0005,0.0005,0.0,115000.0,57.5,Jun 18,0.0,25.0,25.0,0.0,-16.67,-28.57,-58.33,-44.44,-44.44,-44.44,0.0017,Moderate,Underperformer,6.666,Moderate Growth,-44.044,Strong Decline,11.652696102959752,4.069026754237811,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ADI.US,ANALOG DEVICES INC,426.225,438.555,426.225,434.46,4.83,11900000.0,1540000000.0,Jun 18,4.83,1.61,5.42,1.33,3.79,14.0,40.8,58.0,60.2,89.18,439.7,Highly Liquid,Outperformer,3.396,Moderate Growth,52.436,Strong Growth,16.29204904211537,21.1550482540213,Blue Chip,Strong Positive Trend,4,Active Mid-Cap Stocks
ADIA.US,ADIA NUTRITION,0.12,0.15,0.12,0.15,-3.23,41500.0,6230.0,Jun 18,-3.23,0.0,-11.76,0.0,0.0,-21.05,-16.67,-30.23,-30.23,-30.23,0.215,Less Liquid,Underperformer,-2.998,Moderate Decline,-25.682,Moderate Decline,10.63347280231402,8.737292112544221,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADIL.US,ADIAL PHARMACEUTICALS INC,2.79,2.8993,2.56,2.6,-5.45,154000.0,293000.0,Jun 18,-5.45,-8.77,-12.75,7.44,61.5,59.5,52.9,-60.28,-52.73,-56.49,18.9,Moderate,Crashed,8.394,Moderate Growth,-11.419999999999998,Moderate Decline,11.944714374881176,12.587931300962664,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADM.US,ARCHER-DANIELS-MIDLAND CO,76.66,76.66,74.28,75.1,-1.83,8289999.999999999,417000000.0,Jun 18,-1.83,-5.26,-4.82,-9.92,-7.18,9.84,5.97,28.8,30.6,39.1,85.37,Highly Liquid,Outperformer,-5.802,Moderate Decline,22.862,Moderate Growth,15.930560647738732,19.84859678216116,High-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADMA.US,ADMA BIOLOGICS INC,8.52,8.62,8.29,8.31,-1.31,8920000.0,14800000.0,Jun 18,-1.31,-2.24,-0.12,4.14,-0.84,-23.62,-44.12,-55.82,-54.44,-54.16,20.458,Highly Liquid,Crashed,-0.0740000000000001,Stable,-46.432,Strong Decline,16.00380661666381,16.51013780630191,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ADMQ.US,ADM ENDEAVORS,0.033,0.033,0.033,0.033,-0.3,11000.0,363.0,Jun 18,-0.3,-6.41,-5.71,1.54,-5.71,-26.34,16.8,32.5,32.5,32.53,0.0468,Less Liquid,Outperformer,-3.318,Moderate Decline,17.598000000000003,Moderate Growth,9.305741456739437,5.8971538676367405,Penny Stock,Mixed Trend,0,Dormant Small-Cap Stocks
ADMT.US,ADM TRONICS UNLIMITED,0.07,0.07,0.07,0.07,0.0,2000.0,140.0,Jun 18,0.0,0.0,0.0,0.0,-12.5,-12.5,-22.22,-22.22,-22.22,-22.22,0.1,Very Less Liquid,Underperformer,-2.5,Moderate Decline,-20.276,Moderate Decline,7.601402334583733,4.948759890378168,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADNH.US,ADVENT TECHNOLOGIES HOLDINGS,0.29,0.29,0.255,0.255,-12.07,8100.0,2070.0,Jun 18,-12.07,-12.07,11.8,-13.56,-22.73,-26.72,-26.72,-26.72,-26.72,-26.72,0.348,Very Less Liquid,Underperformer,-9.726,Moderate Decline,-26.72,Moderate Decline,8.999742789830492,7.635786861395585,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADNT.US,ADIENT PLC,20.53,20.81,20.38,20.75,1.52,1230000.0,19100000.0,Jun 18,1.52,-9.15,-7.53,-9.11,0.53,-7.08,3.75,7.24,8.24,9.85,27.32,Highly Liquid,Neutral,-4.747999999999999,Moderate Decline,4.4,Stable,14.0225255403564,16.765198945372877,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADOOY.US,ADARO ENERGY INDONESIA TBK ADR,6.58,6.58,6.58,6.58,-0.3,300.0,1974.0,Jun 18,-0.3,0.0,-1.94,1.23,-4.64,-7.58,-6.0,-6.0,-6.0,-6.0,7.53,Very Less Liquid,Neutral,-1.13,Stable,-6.316,Stable,5.707110264748875,7.5883236773352225,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADP.US,AUTOMATIC DATA PROCESSING INC,218.34,220.025,215.2974,218.41,-0.16,6500000.0,338000000.0,Jun 18,-0.16,-2.15,-3.26,-5.58,-2.03,7.92,4.86,-16.31,-15.09,-28.8,315.98,Highly Liquid,Underperformer,-2.636,Moderate Decline,-9.484,Stable,15.687312888712007,19.638556456405876,Blue Chip,Moderate Negative Trend,4,Active Mid-Cap Stocks
ADPT.US,ADAPTIVE BIOTECHNOLOGIES CORP,17.11,17.565,17.0,17.53,4.47,3880000.0,40200000.0,Jun 18,4.47,0.4,-6.41,-3.04,37.9,20.2,32.0,6.24,7.94,67.43,20.76,Highly Liquid,Outperformer,6.664,Moderate Growth,26.762,Moderate Growth,15.171345969331382,17.50937757846487,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ADPXY.US,AUDIO PIXELS HOLDINGS ADR,3.0,3.0,3.0,3.0,0.0,2.0,6.0,Jun 18,0.0,0.0,0.0,0.0,0.0,-9.91,-9.91,-9.91,-9.91,-9.91,4.0,Very Less Liquid,Neutral,0.0,Stable,-9.91,Stable,1.0986122886681098,1.9459101490553128,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADRLF.US,ADAVALE RESOURCES,0.026,0.026,0.026,0.026,0.0,269.0,6.994,Jun 18,0.0,0.0,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,0.027,Very Less Liquid,Neutral,-1.998,Stable,-3.33,Stable,5.598421958998375,2.078691260289132,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADRNY.US,KONINKLIJKE AHOLD DELHAIZE ADR,39.96,40.08,39.5,39.62,-1.81,72600.0,2890000.0,Jun 18,-1.81,-5.12,-5.46,-2.73,-9.95,-18.41,-16.9,-17.51,-17.51,-17.51,50.02,Moderate,Underperformer,-5.014,Moderate Decline,-17.568000000000005,Moderate Decline,11.192733974822708,14.876767406109316,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ADSE.US,ADS-TEC ENERGY PLC,11.4,11.4,11.4,11.4,0.0,1580.0,12200.0,Jun 18,0.0,-0.87,1.33,-0.35,-0.78,-2.56,5.95,-1.72,-10.09,-6.6,13.9,Very Less Liquid,Neutral,-0.1339999999999999,Stable,-3.004,Stable,7.365812837209472,9.409273194575334,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ADSK.US,AUTODESK INC,194.55,197.89,190.86,193.82,0.39,9210000.0,730000000.0,Jun 18,0.39,-2.41,-5.72,-17.04,-20.4,-20.99,-22.0,-35.23,-34.52,-34.34,329.09,Highly Liquid,Underperformer,-9.036,Moderate Decline,-29.416000000000004,Moderate Decline,16.035800516809118,20.408555093476576,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
ADSV.US,ALLIED SECURITY INNOVATIONS,0.0001,0.0001,0.0001,0.0001,0.0,183000.0,18.3,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Moderate,Neutral,0.0,Stable,0.0,Stable,12.117246896289505,2.96010509591084,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADT.US,ADT INC,6.46,6.63,6.45,6.58,1.54,17800000.0,81900000.0,Jun 18,1.54,-1.79,-2.08,-2.37,-5.73,-9.62,0.61,-19.16,-18.46,-19.16,8.935,Highly Liquid,Underperformer,-2.086,Moderate Decline,-13.158,Moderate Decline,16.694709071442087,18.22100956103331,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
ADTC.US,ADVANCED DEPOSITION TECHNOLOGIES,0.0001,0.0001,0.0001,0.0001,0.0,185000.0,18.5,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Moderate,Neutral,0.0,Stable,0.0,Stable,12.128116509451258,2.970414465569701,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADTN.US,ADTRAN HOLDINGS INC,15.69,15.86,15.1,15.18,0.6,3040000.0,20300000.0,Jun 18,0.6,0.33,-0.13,-12.1,1.47,-13.9,29.6,76.9,74.7,91.18,19.98,Highly Liquid,Outperformer,-1.966,Stable,51.696000000000005,Strong Growth,14.92736840232972,16.8261314932731,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ADTTF.US,ADVANTEST,150.42,150.42,150.42,150.42,-20.83,10.0,1504.1999999999998,Jun 18,-20.83,-20.83,-20.83,0.0,-7.86,-21.35,-2.25,-3.38,-3.38,-3.38,192.0,Very Less Liquid,Neutral,-14.07,Strong Decline,-6.748,Stable,2.3978952727983707,7.316681058719282,High-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADTX.US,ADITXT INC,0.0164,0.0175,0.0086,0.01,127.27,1090000000.0,31000000.0,Jun 18,127.0,-22.48,-23.08,-87.01,-99.38,-99.89,-99.97,-100.0,-99.99,-100.0,53451.1,Highly Liquid,Crashed,-20.99,Strong Decline,-99.97,Strong Decline,20.809443534104894,17.249497794707484,Penny Stock,Strong Negative Trend,4,Active Mid-Cap Stocks
ADUR.US,ADURO CLEAN TECHNOLOGIES INC,14.9,15.5,14.57,15.12,2.72,340000.0,3740000.0,Jun 18,2.72,2.09,0.13,-5.03,6.86,31.1,29.8,24.2,45.9,52.11,18.19,Liquid,Outperformer,1.354,Stable,36.622,Moderate Growth,12.73670383776449,15.13459643677036,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
ADUS.US,ADDUS HOMECARE CORP,94.71,96.4625,93.86,94.23,0.38,390000.0,26600000.0,Jun 18,0.38,-0.63,1.28,5.05,1.72,0.76,-7.21,-15.92,-12.25,-18.17,124.435,Liquid,Underperformer,1.56,Stable,-10.558000000000002,Moderate Decline,12.873904582205109,17.096421811345913,High-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADV.US,ADVANTAGE SOLUTIONS INC,38.42,38.425,34.19,34.81,-7.71,189000.0,3120000.0,Jun 18,-7.71,-10.51,-11.24,-9.02,0.35,3.11,70.7,52.5,58.2,-11.87,53.625,Moderate,Neutral,-7.626,Moderate Decline,34.528,Moderate Growth,12.149507585033072,14.953343880298434,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADVB.US,ADVANCED BIOMED INC,4.73,5.1,4.73,5.1,7.37,16500.0,53000.0,Jun 18,7.37,15.9,27.2,19.7,11.6,2.0,14.9,-25.94,-12.61,-67.1,18.2,Less Liquid,Crashed,16.354,Strong Growth,-17.75,Moderate Decline,9.711176264112805,10.87806606028079,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ADVNF.US,ADVANCE ZINCTEK,0.53,0.53,0.53,0.53,0.0,10000.0,5300.0,Jun 18,0.0,0.0,0.0,17.5,17.5,17.5,17.5,17.5,17.5,17.52,0.53,Very Less Liquid,Outperformer,7.0,Moderate Growth,17.503999999999998,Moderate Growth,9.210440366976515,8.575650760987806,Penny Stock,Moderate Positive Trend,0,Dormant Small-Cap Stocks
ADVOF.US,ADTRAN NETWORKS,24.19,24.19,24.19,24.19,0.0,22.0,532.1800000000001,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.19,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,3.1354942159291497,6.278859078223715,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADX.US,ADAMS DIVERSIFIED EQUITY FUND,25.41,25.4499,25.21,25.29,1.16,263000.0,4630000.0,Jun 18,1.16,-0.43,2.18,-0.24,2.14,4.72,12.3,11.1,8.45,21.82,25.7,Liquid,Outperformer,0.962,Stable,11.678,Moderate Growth,12.479913113434042,15.348067642045114,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
ADXDF.US,ADEX MINING,0.11,0.11,0.11,0.11,-8.33,4000.0,440.0,Jun 18,-8.33,-8.33,-8.33,-7.99,273.0,-12.0,10.0,-17.79,-17.79,-17.79,0.2763,Very Less Liquid,Underperformer,48.004,Strong Growth,-11.074,Moderate Decline,8.294299608857235,6.089044875446846,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ADXN.US,ADDEX THERAPEUTICS LTD,6.5,6.75,6.11,6.2,-0.16,2890.0,5070.0,Jun 18,-0.16,3.33,0.0,-7.46,-9.22,-10.01,5.08,-20.61,-19.69,-26.87,12.05,Very Less Liquid,Underperformer,-2.7020000000000004,Moderate Decline,-14.420000000000002,Moderate Decline,7.969357742016346,8.531293315795018,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ADXRF.US,ADX ENERGY,0.0245,0.0245,0.0245,0.0245,0.0,45000.0,1102.5,Jun 18,0.0,0.0,0.0,2.08,123.0,2.08,22.5,-51.0,-51.0,-51.0,0.0582,Less Liquid,Crashed,25.016,Strong Growth,-25.684000000000005,Moderate Decline,10.714439990727769,7.006242225696791,Penny Stock,Mixed Trend,0,Dormant Small-Cap Stocks
ADYEY.US,ADYEN ADR,10.27,10.4,10.23,10.35,3.4,904000.0,9330000.0,Jun 18,3.4,4.76,14.5,-0.1,-1.99,-9.37,3.19,-6.33,-6.33,-6.33,11.81,Liquid,Neutral,4.114,Moderate Growth,-5.034000000000001,Stable,13.714585745568392,16.048745680004657,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
ADYRF.US,ADYTON RESOURCES,0.2245,0.2245,0.2245,0.2245,0.0,27500.0,6173.75,Jun 18,0.0,-2.39,-6.46,-6.46,-17.61,-15.25,32.1,32.1,32.1,32.06,0.3022,Less Liquid,Outperformer,-6.5840000000000005,Moderate Decline,22.622000000000003,Moderate Growth,10.221977646629885,8.728223674846646,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
ADYX.US,ADYNXX,0.0001,0.0001,0.0001,0.0001,0.0,16300.0,1.63,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,Less Liquid,Neutral,0.0,Stable,0.0,Stable,9.69898173460629,0.9669838461896731,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
ADYYF.US,ADYEN,1008.0,1059.0,980.9,1006.0,3.58,100.0,101347.5,Jun 18,3.58,3.47,9.48,-1.86,-2.14,-13.65,0.63,-9.53,-9.53,-9.53,1206.65,Very Less Liquid,Neutral,2.506,Moderate Growth,-8.322,Stable,4.61512051684126,11.526320351573286,Blue Chip,Mixed Trend,0,Dormant Small-Cap Stocks
AEBI.US,AEBI SCHMIDT HOLDING AG,12.21,12.44,12.115,12.33,2.66,356000.0,1510000.0,Jun 18,2.66,1.07,0.98,1.4,-0.8,6.75,-3.97,-7.29,-2.53,-85.19,83.26,Liquid,Crashed,1.0620000000000005,Stable,-18.446,Moderate Decline,12.782688818818986,14.227620871042545,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
AEBZY.US,ANADOLU EFES BIRACILIK VE MALT SANAYII A S ADR,0.4,0.4,0.39,0.39,8.33,226000.0,87900.0,Jun 18,8.33,-2.5,5.41,2.63,-7.14,11.4,5.41,5.41,5.41,5.41,0.43,Moderate,Neutral,1.3460000000000003,Stable,6.608000000000001,Stable,12.328294703023394,11.383966460172834,Penny Stock,Moderate Positive Trend,4,Active Mid-Cap Stocks
AEC.US,ANFIELD ENERGY INC,4.41,5.14,4.41,5.09,17.01,87200.0,295000.0,Jun 18,17.0,19.5,32.4,8.3,15.9,-11.48,-9.43,6.71,-0.78,-26.45,12.49,Moderate,Underperformer,18.62,Strong Growth,-8.286,Stable,11.375971077721225,12.59473402514672,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
AECLY.US,AECI ADR,5.0,5.0,5.0,5.0,0.0,100.0,500.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,4.61512051684126,6.2166061010848646,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
AECX.US,ACADIA ENERGY,0.0045,0.0068,0.0035,0.0035,-22.22,30000.0,137.25,Jun 18,-22.22,-22.22,-22.22,-14.63,-14.63,-42.62,-61.11,-69.3,-69.3,-69.3,0.0148,Less Liquid,Crashed,-19.184,Strong Decline,-62.326,Strong Decline,10.308985993422082,4.929063640402444,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
AEDFF.US,AEDIFICA REIT,80.215,80.215,80.215,80.215,0.0,100.0,8021.5,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37,-3.37,-3.37,83.01,Very Less Liquid,Neutral,0.0,Stable,-2.022,Stable,4.61512051684126,8.990005372984012,High-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
AEE.US,AMEREN CORP,109.11,110.09,108.17,108.67,-0.23,2400000.0,182000000.0,Jun 18,-0.23,-0.82,0.39,1.57,1.2,-2.34,-1.88,9.55,8.82,15.09,115.585,Highly Liquid,Neutral,0.422,Stable,5.848000000000001,Stable,14.690979711984754,19.01951725053557,High-Priced,Mixed Trend,4,Active Mid-Cap Stocks
AEF.US,ABRDN EMERGING MARKETS EX CHINA FUND,10.0,10.08,9.8615,9.96,2.26,187000.0,1570000.0,Jun 18,2.26,-0.6,5.29,4.08,9.81,10.9,29.4,45.0,42.3,74.13,10.1399,Moderate,Outperformer,4.168,Moderate Growth,40.346,Moderate Growth,12.138869243416009,14.266586814266963,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
AEFC.US,AEGON FUNDING COMPANY LLC,19.16,19.16,19.01,19.1,0.32,27500.0,355000.0,Jun 18,0.32,0.47,0.84,0.53,-1.95,-4.12,-2.3,-4.21,-2.9,-1.75,21.39,Less Liquid,Neutral,0.042,Stable,-3.056,Stable,10.221977646629885,12.779875885354992,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
AEG.US,AEGON LTD,8.51,8.525,8.42,8.42,-1.17,6380000.0,50000000.0,Jun 18,-1.17,-1.17,-1.29,1.2,-1.64,4.47,21.2,11.8,9.21,25.48,8.8078,Highly Liquid,Outperformer,-0.8139999999999998,Stable,14.432,Moderate Growth,15.668678812060772,17.72753358339242,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
AEGXF.US,AECON GROUP,31.08,31.08,30.78,31.04,-2.48,8000.0,248000.0,Jun 18,-2.48,-3.51,0.45,-5.08,-16.11,-7.98,-0.93,3.47,3.47,3.47,41.95,Very Less Liquid,Neutral,-5.346,Moderate Decline,0.3000000000000001,Stable,8.987321812850125,12.421188057397057,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
AEHL.US,ANTELOPE ENTERPRISE HOLDINGS CLASS A ORDINARY SHARES,1.0,1.0397,0.9571,1.0,-1.96,290000.0,229000.0,Jun 18,-1.96,-3.85,-9.91,-6.54,-73.96,42.9,-40.48,-91.54,-90.58,-93.41,50.5242,Liquid,Crashed,-19.244,Strong Decline,-54.622,Strong Decline,12.577639650232571,12.34148164933907,Penny Stock,Strong Negative Trend,4,Active Mid-Cap Stocks
AEHR.US,AEHR TEST SYSTEMS,119.45,121.05,111.585,115.3,2.38,1400000.0,77300000.0,Jun 18,2.38,-0.5,11.9,-1.1,38.0,27.9,218.0,437.0,471.0,901.74,126.62,Highly Liquid,High Flyer,10.136,Strong Growth,411.128,Strong Growth,14.151983508870948,18.163204526494265,High-Priced,Moderate Positive Trend,3,High Momentum Growth Stocks
AEI.US,ALSET INC,1.33,1.57,1.24,1.24,-9.49,34900.0,12600.0,Jun 18,-9.49,-16.22,-7.46,-15.07,-24.39,-30.73,-32.97,-52.31,-63.95,32.86,4.55,Less Liquid,Outperformer,-14.526,Strong Decline,-29.420000000000005,Moderate Decline,10.460270761075147,9.441531454869692,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
AEIS.US,ADVANCED ENERGY INDUSTRIES INC,363.29,374.51,362.6,372.59,5.45,792000.0,216000000.0,Jun 18,5.45,0.52,9.46,16.1,20.6,-2.01,16.6,78.5,78.0,188.9,397.44,Liquid,High Flyer,10.426,Strong Growth,71.998,Strong Growth,13.58231793342203,19.190788970278067,Blue Chip,Strong Positive Trend,4,Active Mid-Cap Stocks
