Symbol,Name,Open,High,Low,Last,Change_per,Volume,Turnover,Date,1D_return_per,3D_return_per,5D_return_per,10D_return_per,1M_return_per,2M_return_per,3M_return_per,6M_return_per,YTD_return_per,52W_Change_Per,1Y High,Liquidity_Tier,52W_Performance,Short_Term_Return,Short_Term_Segment,Long_Term_Return,Long_Term_Segment,Volume_Log,Turnover_Log,Price_Tier,Total_Return_Performance_Trend,cluster,cluster_label
BNZI.US,BANZAI INTERNATIONAL INC,3.43,3.82,3.4,3.48,5.78,397000.0,1190000.0,Jun 18,5.78,8.07,15.2,12.3,-31.5,-71.48,-82.49,-83.74,-81.98,-97.32,147.96,Liquid,Crashed,1.97,Stable,-83.402,Strong Decline,12.891694078557842,13.989464705423494,Low-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BNZIW.US,BANZAI INTERNATIONAL INC,0.0125,0.0125,0.0088,0.01,-12.28,36300.0,199.0,Jun 18,-12.28,-0.5,-15.97,3.09,-28.06,-43.18,-39.02,-38.65,-28.57,-59.84,0.0449,Less Liquid,Crashed,-10.744,Strong Decline,-41.852,Strong Decline,10.499600568082863,5.298317366548036,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOBP.US,CORE16 BEST OF BREED PREMIER ETF,32.97,32.97,32.71,32.8675,2.58,4280.0,90300.0,Jun 18,2.58,0.68,3.92,2.45,9.49,13.9,26.5,23.2,27.0,33.39,32.97,Very Less Liquid,Outperformer,3.824,Moderate Growth,24.798,Moderate Growth,8.361941906144946,11.410903813540878,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
BOBS.US,"BOBS DISCOUNT FURNITURE, INC.",13.44,14.24,13.0401,13.45,1.59,1040000.0,11200000.0,Jun 18,1.59,-3.24,0.6,2.36,13.5,6.83,-8.0,-20.98,-20.98,-20.98,23.4899,Highly Liquid,Underperformer,2.962,Moderate Growth,-12.822,Moderate Decline,13.854732232655556,16.231424425551033,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BOC.US,BOSTON OMAHA CORP,13.06,13.2,12.91,13.14,0.77,199000.0,2090000.0,Jun 18,0.77,-4.09,-1.72,-3.74,6.83,6.22,10.2,-2.01,6.22,-5.47,14.49,Moderate,Neutral,-0.3900000000000002,Stable,3.032,Stable,12.201065128819632,14.55267510240978,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BODI.US,BEACHBODY CO INC,8.56,9.08,8.0,8.76,5.54,46200.0,268000.0,Jun 18,5.54,-5.09,-6.26,-20.8,-13.86,-29.86,-25.13,-25.57,-15.44,134.22,16.87,Less Liquid,High Flyer,-8.094,Moderate Decline,7.644,Stable,10.740756721857226,12.498745990829317,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BOEUF.US,BONESUPPORT HOLDING AB,22.79,22.79,22.79,22.79,0.0,1120.0,25524.8,Jun 18,0.0,0.0,0.0,0.0,-12.69,-4.24,16.9,1.01,1.01,1.01,28.57,Very Less Liquid,Neutral,-2.538,Moderate Decline,3.1379999999999995,Stable,7.02197642307216,10.147444984363466,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BOF.US,BRANCHOUT FOOD INC,4.2,4.39,3.975,4.28,2.39,119000.0,368000.0,Jun 18,2.39,24.1,21.6,13.2,31.9,-3.39,13.8,22.3,34.6,117.26,4.95,Moderate,High Flyer,18.638,Strong Growth,36.914,Moderate Growth,11.686887175419702,12.81584093453868,Low-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BOH.US,BANK OF HAWAII CORP,77.85,78.36,77.525,77.85,0.71,611000.0,36500000.0,Jun 18,0.71,-1.27,-1.24,1.94,1.18,-2.76,8.79,9.13,13.9,19.37,82.735,Liquid,Outperformer,0.2639999999999999,Stable,9.686000000000002,Stable,13.322853874813603,17.41282284594998,High-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BOH_A.US,BANK OF HAWAII CORP,15.88,15.88,15.84,15.84,-0.06,1840.0,20300.0,Jun 18,-0.06,-0.19,-0.31,-0.81,-1.43,-3.18,-0.44,-1.61,-3.94,2.13,18.0,Very Less Liquid,Neutral,-0.5599999999999999,Stable,-1.408,Stable,7.518064181233078,9.918425424900336,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOH_B.US,BANK OF HAWAII CORP.,26.27,26.36,26.21,26.27,0.04,3860.0,88000.0,Jun 18,0.04,0.19,0.11,-0.34,-0.11,-0.38,0.34,-1.09,-1.79,1.23,27.005,Very Less Liquid,Neutral,-0.022,Stable,-0.3379999999999999,Stable,8.258681496264236,11.38510345703214,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BOKF.US,BOK FINANCIAL CORP,131.37,133.01,129.84,130.33,-0.39,600000.0,15700000.0,Jun 18,-0.39,-1.3,-1.41,1.31,1.96,-4.93,4.97,9.23,10.0,40.84,139.73,Liquid,Outperformer,0.034,Stable,12.022,Moderate Growth,13.304686600863562,16.5691713340128,High-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BOLD.US,BOUNDLESS BIO INC,1.41,1.4301,1.41,1.43,2.14,80400.0,84400.0,Jun 18,2.14,2.14,2.88,-2.72,0.7,-10.63,22.2,12.6,19.2,37.5,1.68,Moderate,Outperformer,1.028,Stable,16.174,Moderate Growth,11.294781892900652,11.34333452885509,Low-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BOLSY.US,B3 BRASIL BOLSA BALCAO ADR,8.62,8.64,8.18,8.25,-5.39,261000.0,2160000.0,Jun 18,-5.39,-7.72,-9.24,-10.03,-17.74,-29.49,-14.86,-17.75,-17.75,-17.75,12.11,Liquid,Underperformer,-10.024,Strong Decline,-19.52,Moderate Decline,12.472279517715116,14.585619242623205,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BOLT.US,BOLT BIOTHERAPEUTICS INC,4.3,4.59,3.99,3.99,-5.23,68100.0,171000.0,Jun 18,-5.23,-13.07,-16.35,-16.18,-8.49,-22.52,-13.92,-22.6,-27.03,-29.51,7.1999,Moderate,Underperformer,-11.864,Strong Decline,-23.116,Moderate Decline,11.128747176317605,12.049424683420916,Low-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BOLV.US,BOLIVAR MINING,0.0001,0.0001,0.0001,0.0001,0.0,1.0,0.0001,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,0.6931471805599453,9.999500033330834e-05,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOMO.US,BOWMO,0.0001,0.0001,0.0001,0.0001,0.0,1580000.0,158.0,Jun 18,0.0,0.0,0.0,-50.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0002,Highly Liquid,Neutral,-10.0,Strong Decline,-10.0,Moderate Decline,14.272936037914342,5.068904202220232,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BON.US,BON NATURAL LIFE LTD,1.21,1.25,1.21,1.22,-2.4,11100.0,9090.0,Jun 18,-2.4,-4.69,-17.57,-3.86,-5.43,-8.96,-16.95,-29.07,-23.27,-10.95,3.4,Less Liquid,Neutral,-6.790000000000001,Moderate Decline,-17.84,Moderate Decline,9.314790473332646,9.115040192121858,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BONL.US,BONAL INT,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Jun 18,0.0,0.0,0.0,0.0,-9.09,-9.09,-10.71,40.8,40.8,40.85,1.15,Very Less Liquid,Outperformer,-1.818,Stable,20.53,Moderate Growth,0.6931471805599453,0.6931471805599453,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BONTQ.US,THE BON TON STORES,0.0001,0.0001,0.0001,0.0001,0.0,70700.0,7.07,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Moderate,Neutral,0.0,Stable,0.0,Stable,11.166214996056205,2.0881534822818573,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BONXF.US,BONTERRA RESOURCES,0.128,0.13,0.128,0.13,2.36,15300.0,1973.7,Jun 18,2.36,0.78,13.0,6.56,-2.99,1.56,0.78,1.56,1.56,1.56,0.152,Less Liquid,Neutral,3.942,Moderate Growth,1.404,Stable,9.635673464721814,7.588171767063264,Penny Stock,Strong Positive Trend,0,Dormant Small-Cap Stocks
BOOM.US,DMC GLOBAL INC,7.21,7.23,6.7874,7.03,-1.4,196000.0,1090000.0,Jun 18,-1.4,1.88,-0.28,4.15,-1.26,33.1,43.5,10.0,5.08,-11.24,9.2,Moderate,Neutral,0.6180000000000001,Stable,16.088,Moderate Growth,12.185875040240456,13.901689171636098,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BOOT.US,BOOT BARN HOLDINGS INC,169.85,177.19,168.265,174.22,5.13,1030000.0,117000000.0,Jun 18,5.13,5.03,-0.43,3.0,23.5,3.67,10.3,-8.06,-1.28,6.69,210.25,Highly Liquid,Neutral,7.246,Moderate Growth,2.264,Stable,13.845070331079134,18.57768450130904,High-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BOPO.US,BIOPOWER OPERATIONS,0.0004,0.0004,0.0004,0.0004,0.0,469.0,0.1876,Jun 18,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0004,Very Less Liquid,Outperformer,0.0,Stable,100.0,Strong Growth,6.152732694704104,0.1719344639074677,Penny Stock,Mixed Trend,0,Dormant Small-Cap Stocks
BORK.US,BOURQUE INDUSTRIES,0.0001,0.0001,0.0001,0.0001,0.0,1300.0,0.13,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,7.170888478512505,0.1222176327242492,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BORMF.US,BOREALIS MINING,0.6801,0.71,0.63152,0.65,-8.45,91300.0,60700.0,Jun 18,-8.45,-8.45,2.09,-14.5,-19.75,-31.58,-32.36,-44.92,-44.92,-44.92,1.25,Moderate,Underperformer,-9.812,Moderate Decline,-39.74,Strong Decline,11.421917019425596,11.013715451376466,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BORR.US,BORR DRILLING LTD,4.27,4.33,4.05,4.22,-1.17,8109999.999999999,29400000.0,Jun 18,-1.17,-8.26,-9.44,-16.44,-36.16,-23.83,-13.35,10.5,4.71,88.39,6.655,Highly Liquid,Outperformer,-14.294,Strong Decline,13.284,Moderate Growth,15.90860854939615,17.196505266322514,Low-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BORT.US,BANK OF BOTETOURT,52.1,52.1,52.1,52.1,0.0,1320.0,68772.0,Jun 18,0.0,0.0,0.0,0.0,-1.01,4.64,12.0,14.5,14.5,14.51,52.63,Very Less Liquid,Neutral,-0.202,Stable,12.03,Moderate Growth,7.186144304522325,11.138566505035511,High-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BORTP.US,BANK OF BOTETOURT 7%,55.0,55.0,55.0,55.0,0.0,100.0,5500.0,Jun 18,0.0,0.0,0.0,0.0,0.0,15.8,36.6,36.6,36.6,36.65,55.0,Very Less Liquid,Outperformer,0.0,Stable,32.45,Moderate Growth,4.61512051684126,8.612685172875459,High-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BOSC.US,BOS BETTER ON-LINE SOLUTIONS,4.31,4.4,4.27,4.36,0.93,11800.0,39400.0,Jun 18,0.93,2.59,3.07,3.56,-2.46,-7.63,-14.34,5.57,-4.39,-11.74,6.72,Less Liquid,Neutral,1.538,Stable,-6.506,Stable,9.375939552625749,10.5815464756746,Low-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BOT.US,ROBOSTRATEGY INC,33.2,34.0,29.5,31.56,-2.47,524000.0,11700000.0,Jun 18,-2.47,-17.1,-2.98,-5.82,11.3,-19.08,-19.08,-19.08,-19.08,-19.08,59.0,Liquid,Underperformer,-3.414,Moderate Decline,-19.08,Moderate Decline,13.169248871698304,16.275099485238066,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BOTH.US,BIOETHICS,0.0051,0.0051,0.0051,0.0051,0.0,477.0,2.4327,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,6.169610732491456,1.2333471235321145,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOTJ.US,BANK OF THE JAMES FINANCIAL GROUP,24.43,24.89,24.24,24.55,1.82,48800.0,835000.0,Jun 18,1.82,-0.28,-0.95,7.02,7.39,5.14,16.6,31.3,32.1,76.82,29.79,Less Liquid,Outperformer,3.0,Moderate Growth,32.392,Moderate Growth,10.795506083434564,13.635188201437066,Mid-Priced,Moderate Positive Trend,4,Active Mid-Cap Stocks
BOTRF.US,CHINA EVERBRIGHT WATER,0.21,0.21,0.21,0.21,0.0,85.0,17.849999999999998,Jun 18,0.0,0.0,0.0,0.0,0.0,-8.7,-8.7,-8.7,-8.7,-8.7,0.23,Very Less Liquid,Neutral,0.0,Stable,-8.7,Stable,4.454347296253507,2.93651291389402,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOTX.US,DATZ WORLD HOLDINGS,0.3003,0.36,0.3003,0.36,0.0,58.0,19.1487,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.25,2.652,Very Less Liquid,Crashed,0.0,Stable,-16.45,Moderate Decline,4.07753744390572,3.003139770182405,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOTY.US,LINGERIE FIGHTING CHAMPIONSHIPS,0.15,0.15,0.15,0.15,0.0,126.0,18.9,Jun 18,0.0,0.0,112.0,0.0,-11.47,194.0,-25.0,-19.61,-19.61,-19.61,0.40653,Very Less Liquid,Underperformer,20.106,Strong Growth,22.033999999999995,Moderate Growth,4.844187086458591,2.990719731730447,Penny Stock,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BOUYY.US,BOUYGUES ADR,11.6,11.68,11.41,11.51,0.04,50200.0,579000.0,Jun 18,0.04,-1.71,0.35,-0.6,-1.71,-6.8,-0.95,1.77,1.77,1.77,12.5,Moderate,Neutral,-0.726,Stable,-0.4880000000000001,Stable,10.823790225800138,13.269059483669356,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BOVNF.US,BIOINVENT INT AB,3.2886,3.2886,3.2886,3.2886,0.0,908.0,2986.0488,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2886,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,6.812345094177479,8.002041155544992,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BOW.US,BOWHEAD SPECIALTY HOLDINGS INC,27.5,27.97,27.11,27.28,-0.87,185000.0,3740000.0,Jun 18,-0.87,0.22,-0.62,11.8,-4.88,13.4,23.7,-6.22,-4.41,-24.37,37.98,Moderate,Underperformer,1.1300000000000003,Stable,0.4200000000000002,Stable,12.128116509451258,15.13459643677036,Mid-Priced,Mixed Trend,4,Active Mid-Cap Stocks
BOWFF.US,BOARDWALK REAL ESTATE INVESTMENT TRUST REIT,45.29,45.5,45.27,45.5,-1.3,8900.0,403971.0,Jun 18,-1.3,-1.3,-2.3,-0.94,-0.98,-7.73,-3.29,-3.09,-3.09,-3.09,49.88,Very Less Liquid,Neutral,-1.364,Stable,-4.058,Stable,9.093918908958932,12.909100847610755,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BOX.US,BOX INC,24.7,25.09,24.41,24.84,-0.4,4300000.0,80300000.0,Jun 18,-0.4,-2.63,-2.55,-7.21,-3.61,3.76,0.81,-17.83,-16.95,-29.07,35.44,Highly Liquid,Underperformer,-3.28,Moderate Decline,-11.856,Moderate Decline,15.274125813221904,18.20128019137029,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BOXA.US,ALPHA,105.675,105.675,105.5014,105.5014,0.14,1320.0,134000.0,Jun 18,0.14,0.04,0.09,0.22,1.19,-0.48,0.01,-0.22,0.16,3.42,107.3204,Very Less Liquid,Neutral,0.3359999999999999,Stable,0.5780000000000001,Stable,7.186144304522325,11.80560254159177,High-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BOXL.US,BOXLIGHT CORP,0.68,0.6967,0.5973,0.5973,-11.71,366000.0,167000.0,Jun 18,-11.71,-17.41,-22.43,-23.8,-24.39,-47.14,-44.69,-85.24,-64.86,-94.62,60.9,Liquid,Crashed,-19.948,Strong Decline,-67.31,Strong Decline,12.810391344620207,12.025755079404917,Penny Stock,Strong Negative Trend,4,Active Mid-Cap Stocks
BOYAF.US,BOYAA INTERACTIVE INT,0.45,0.45,0.45,0.45,0.0,100.0,45.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,4.61512051684126,3.828641396489095,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BP.US,BP PLC,39.25,39.3,38.725,39.1,-2.59,14300000.0,321000000.0,Jun 18,-2.59,-5.99,-8.39,-11.22,-14.42,-13.34,-12.35,17.4,12.6,25.56,48.27,Highly Liquid,Outperformer,-8.522,Moderate Decline,5.973999999999999,Stable,16.475770165160203,19.58695168420956,Mid-Priced,Moderate Negative Trend,4,Active Mid-Cap Stocks
BPAIF.US,BRANDPILOT AI,0.01255,0.01255,0.01255,0.01255,0.0,20000.0,251.0,Jun 18,0.0,-9.06,-9.06,-29.57,13.5,-23.48,17.3,15.1,15.1,15.14,0.03,Less Liquid,Neutral,-6.837999999999999,Moderate Decline,7.831999999999999,Stable,9.90353755128617,5.529429087511423,Penny Stock,Mixed Trend,0,Dormant Small-Cap Stocks
BPAQF.US,BP,6.1,6.18,6.1,6.18,-7.49,13300.0,81662.0,Jun 18,-7.49,-6.08,-12.09,-14.88,-17.71,-20.26,-15.23,-7.76,-7.76,-7.76,8.01,Less Liquid,Neutral,-11.65,Strong Decline,-11.754,Moderate Decline,9.495594499353295,11.310356301891629,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPCGF.US,BANCO COMERCIAL PORTUGUES,1.05,1.05,1.05,1.05,0.0,100.0,105.0,Jun 18,0.0,1.94,1.94,1.94,-5.41,5.0,5.0,5.0,5.0,5.0,1.12,Very Less Liquid,Neutral,0.082,Stable,5.0,Stable,4.61512051684126,4.663439094112067,Low-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BPCGY.US,BANCO COMERCIAL PORTUGUES ADR,11.822,11.822,11.822,11.822,0.0,300.0,3546.6,Jun 18,0.0,0.0,0.0,7.38,10.7,10.7,26.6,26.6,26.6,26.57,14.89,Very Less Liquid,Outperformer,3.616,Moderate Growth,23.414,Moderate Growth,5.707110264748875,8.174026597502298,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BPH.US,BP ADRHEDGED,61.73,61.9315,61.7,61.9315,-1.91,246.0,12900.0,Jun 18,-1.91,-4.98,-7.21,-9.84,-12.78,-10.44,-11.45,19.3,15.2,28.4,74.81,Very Less Liquid,Outperformer,-7.343999999999999,Moderate Decline,8.202,Stable,5.5093883366279774,9.465060106725137,High-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BPHLF.US,BANK OF THE PHILIPPINE ISLANDS,2.0,2.0,2.0,2.0,0.0,2000.0,4000.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,7.601402334583733,8.294299608857235,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPKKF.US,BP CASTROL K K,5.8,5.8,5.8,5.8,0.0,400.0,2320.0,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,5.993961427306569,7.749753406274437,Mid-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPOL.US,BLACKPOLL FLEET INT,0.0001,0.0001,0.0001,0.0001,0.0,192.0,0.0192,Jun 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,Very Less Liquid,Neutral,0.0,Stable,0.0,Stable,5.262690188904886,0.0190180058357618,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPOP.US,POPULAR INC,159.46,160.965,158.88,159.24,0.32,916000.0,27000000.0,Jun 18,0.32,-0.04,0.27,4.24,8.75,7.54,23.5,27.6,27.9,53.41,162.9699,Liquid,Outperformer,2.708,Moderate Growth,27.99,Moderate Growth,13.727772735358728,17.11134746100564,High-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BPOPM.US,POPULAR,25.1186,25.3,25.1186,25.3,0.2,2840.0,41700.0,Jun 18,0.2,-0.16,-0.78,0.84,0.4,-0.39,-0.16,-0.2,1.0,1.57,25.65,Very Less Liquid,Neutral,0.1,Stable,0.364,Stable,7.951911381854188,10.638280388314705,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BPOSF.US,BPOST,2.0,2.0,2.0,2.0,0.0,100.0,200.0,Jun 18,0.0,0.0,0.0,0.0,0.0,-60.47,-60.47,-60.47,-60.47,-60.47,5.0,Very Less Liquid,Crashed,0.0,Stable,-60.470000000000006,Strong Decline,4.61512051684126,5.303304908059076,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPOSY.US,BPOST ADR,1.94,1.94,1.94,1.94,0.0,4.0,7.76,Jun 18,0.0,0.0,0.0,0.0,0.0,-1.52,1.04,-26.52,-26.52,-26.52,2.64,Very Less Liquid,Underperformer,0.0,Stable,-16.008,Moderate Decline,1.6094379124341005,2.1701959049483,Low-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPPPF.US,BID,25.485,25.485,25.485,25.485,0.0,100.0,2548.5,Jun 18,0.0,0.0,0.0,0.0,4.02,4.02,0.73,0.57,0.57,0.57,25.485,Very Less Liquid,Neutral,0.8039999999999999,Stable,1.2920000000000005,Stable,4.61512051684126,7.84365254049521,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BPRE.US,BLUEROCK PRIVATE REAL ESTATE FUND,14.46,14.6299,14.08,14.26,-1.11,719000.0,9630000.0,Jun 18,-1.11,-4.49,-3.58,-5.81,-10.03,-12.57,-20.78,-8.0,-4.93,-2.99,18.265,Liquid,Neutral,-5.004,Moderate Decline,-9.854,Stable,13.4856180275228,16.080393887616463,Mid-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
BPRN.US,PRINCETON BANCORP INC,37.48,38.4,37.48,38.35,3.59,31000.0,317000.0,Jun 18,3.59,1.94,3.85,10.7,12.0,8.73,16.4,4.52,10.6,30.62,38.4,Less Liquid,Outperformer,6.416,Moderate Growth,14.174,Moderate Growth,10.34177474101152,12.666660207428574,Mid-Priced,Strong Positive Trend,4,Active Mid-Cap Stocks
BPRO.US,BITWISE FUNDS TRUST,19.9502,20.0077,19.9502,20.0077,0.72,759.0,3990.0,Jun 18,0.72,0.0,0.72,-5.58,-9.85,-15.74,-12.69,-30.46,-30.46,-20.79,30.2899,Very Less Liquid,Underperformer,-2.798,Moderate Decline,-22.028,Moderate Decline,6.633318433280377,8.291797105048733,Mid-Priced,Moderate Negative Trend,0,Dormant Small-Cap Stocks
BPSCF.US,BP SILVER,0.6062,0.6062,0.6,0.6,-2.45,1980.0,1194.138,Jun 18,-2.45,-13.04,-13.04,-7.62,-17.06,-18.69,-14.29,-33.63,-33.63,-33.63,1.08,Very Less Liquid,Underperformer,-10.642,Strong Decline,-26.774,Moderate Decline,7.591357046698551,7.086016938869722,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BPXXY.US,BPER BANCA ADR,32.952,32.952,32.952,32.952,0.0,102.0,3361.104,Jun 18,0.0,3.02,3.02,3.02,9.84,15.6,37.3,37.3,37.3,37.3,32.952,Very Less Liquid,Outperformer,3.78,Moderate Growth,32.959999999999994,Moderate Growth,4.634728988229636,8.120322247457992,Mid-Priced,Strong Positive Trend,0,Dormant Small-Cap Stocks
BPYPM.US,BROOKFIELD PROPERTY PARTNERS LP,16.725,16.75334,16.59,16.7127,0.06,3020.0,40900.0,Jun 18,0.06,0.5,0.32,-0.04,-0.81,1.29,7.41,6.76,7.82,10.46,17.9,Very Less Liquid,Neutral,0.006,Stable,6.748,Stable,8.013343181386672,10.61890979160975,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BPYPN.US,BROOKFIELD PROPERTY PARTNERS LP,13.78,13.94,13.77,13.78,-0.79,5670.0,75500.0,Jun 18,-0.79,-0.11,-1.57,1.1,-1.15,-0.51,1.87,2.45,3.61,6.31,14.88,Very Less Liquid,Neutral,-0.504,Stable,2.746,Stable,8.643120748014027,11.231901180182517,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BPYPO.US,BROOKFIELD PROPERTY PARTNERS LP,15.2401,15.37,15.24,15.31,-0.26,4850.0,70900.0,Jun 18,-0.26,0.13,1.39,1.12,0.26,-0.2,3.03,5.22,7.21,2.55,16.2575,Very Less Liquid,Neutral,0.5279999999999999,Stable,3.562,Stable,8.486940148245216,11.16903981679311,Mid-Priced,Moderate Positive Trend,0,Dormant Small-Cap Stocks
BPYPP.US,BROOKFIELD PROPERTY PARTNERS LP,15.62,15.89,15.62,15.62,-0.51,2960.0,36500.0,Jun 18,-0.51,0.0,0.91,0.9,-0.83,-2.8,3.38,5.75,6.99,6.26,16.73,Very Less Liquid,Neutral,0.094,Stable,3.916,Stable,7.993282328101591,10.505094936455558,Mid-Priced,Mixed Trend,0,Dormant Small-Cap Stocks
BQ.US,BOQII HOLDING LTD,1.02,1.04,0.9411,0.9699,-6.74,111000.0,93400.0,Jun 18,-6.74,1.4,-19.84,34.7,30.6,26.8,-14.93,-52.22,-52.22,-46.4,56.1,Moderate,Underperformer,8.024000000000001,Moderate Growth,-27.794,Moderate Decline,11.6172944892629,11.444657330797734,Penny Stock,Mixed Trend,4,Active Mid-Cap Stocks
BQCNF.US,BANQUE CANTONALE VAUDOISE,143.207,143.207,143.207,143.207,0.0,1.0,143.207,Jun 18,0.0,0.0,0.0,0.0,-10.07,-10.07,-11.22,-2.45,-2.45,-2.45,169.25,Very Less Liquid,Neutral,-2.014,Moderate Decline,-5.728,Stable,0.6931471805599453,4.971249767361963,High-Priced,Strong Negative Trend,0,Dormant Small-Cap Stocks
BQHG.US,BO QI YI HAO HOLDING GROUP,0.06,0.06,0.06,0.06,0.0,8000.0,480.0,Jun 18,0.0,0.0,0.0,0.0,-77.78,-76.0,-84.62,-84.62,-84.62,-84.62,0.39,Very Less Liquid,Crashed,-15.556,Strong Decline,-82.896,Strong Decline,8.987321812850125,6.175867270105761,Penny Stock,Strong Negative Trend,0,Dormant Small-Cap Stocks
BR.US,BROADRIDGE FINANCIAL SOLUTIONS,139.23,139.23,135.975,137.6,-1.45,3440000.0,370000000.0,Jun 18,-1.45,-3.63,-5.01,-10.71,-8.64,-14.68,-21.34,-39.28,-38.34,-42.13,271.91,Highly Liquid,Underperformer,-5.888,Moderate Decline,-31.154000000000003,Strong Decline,15.050982320047211,19.729013566305248,High-Priced,Strong Negative Trend,4,Active Mid-Cap Stocks
